provider_ccn,severity,domain,title,detail,metric
465162,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465162,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465162,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465062,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465062,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465062,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465062,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465062,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465091,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465091,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465091,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465091,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465180,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465180,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465180,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465180,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465180,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465180,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465180,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465180,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465180,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465180,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465183,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465183,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465183,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465183,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465183,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465183,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465178,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465178,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465178,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465153,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465153,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465153,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465153,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465153,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465153,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465153,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465153,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465153,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465153,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465182,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465182,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465182,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465182,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465182,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465182,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465182,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465182,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465167,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465167,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465167,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465167,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465167,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465167,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465173,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465173,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465173,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465173,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465173,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465173,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465176,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465176,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465176,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465176,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465176,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465176,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465130,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465130,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465130,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465130,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465095,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465095,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465095,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465095,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465095,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465095,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465095,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465095,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465095,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465095,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465079,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465079,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465079,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465079,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465079,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465169,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465169,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465169,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465169,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465169,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465169,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465169,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465177,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465177,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465177,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465177,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465177,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465084,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465084,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465084,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465084,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465084,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465084,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465092,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465092,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465092,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465092,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465092,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465082,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465082,Watch,Utilization,Average daily census is small versus peers,"Average daily census is less than roughly 75% of the peer median, which can raise fixed cost per day.",average_daily_census
465082,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465082,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465082,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465069,Risk,Utilization,Occupancy trails peers,Latest occupancy is more than five percentage points below the peer median.,occupancy_rate
465069,Watch,Payer mix,Medicare skilled mix is below peers,Medicare day share is at least three percentage points below the peer median; referral capture may deserve review.,medicare_day_share
465069,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465069,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465115,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465115,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465115,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465115,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465003,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465003,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465003,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465003,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465003,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465003,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465003,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465003,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465003,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465003,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465003,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
465101,Watch,Utilization,Occupancy has declined,Occupancy is down more than five percentage points from roughly three years earlier.,occupancy_rate
465101,Strength,Utilization,Occupancy leads peers,Latest occupancy is more than five percentage points above the peer median.,occupancy_rate
465101,Strength,Payer mix,Medicare skilled mix leads peers,Medicare day share is at least three percentage points above the peer median.,medicare_day_share
465101,Watch,Payer mix,Medicaid dependence is higher than peers,Medicaid day share is more than five percentage points above the peer median.,medicaid_day_share
465101,Strength,Revenue,Revenue per day is above peers,Net patient revenue per resident day is above the peer median.,net_patient_revenue_per_day
465101,Watch,Cost,Operating expense is high,Operating expense per resident day is above the peer 75th percentile.,operating_expense_per_day
465101,Strength,Margin,Margin leads peers,Patient service margin is at least three percentage points above the peer median.,patient_service_margin
465101,Watch,Labor,Contract labor reliance is elevated,Contract labor ratio is above the peer 75th percentile or above 10%.,contract_labor_ratio
465101,Watch,Labor,Total labor cost per day is high,"Combined salary, wage-related, and contract labor cost per resident day is above the peer 75th percentile.",total_labor_cost_per_day
465101,Watch,Labor,Labor share of expense is high,Broad labor cost share of operating expense is above the peer 75th percentile.,labor_cost_share_of_operating_expense
465101,Risk,Liquidity,Liquidity appears thin,Days cash on hand is below the peer 25th percentile or below 30 days.,days_cash_on_hand
